          Index              t             Ts          Value
           3444           3444        67.4052      0.0066582
           3465           3465        67.7553     0.00739369
           3486           3486        68.1054     0.00813741
           3507           3507        68.4555      0.0081013
           3528           3528        68.8056       0.009441
           3549           3549        69.1557     0.00985764
           3570           3570        69.5058      0.0105038
           3591           3591        69.8559      0.0108612
           3612           3612         70.206      0.0116267
           3633           3633        70.5561      0.0118013
           3654           3654        70.9063       0.012775
           3675           3675        71.2564      0.0134655
           3696           3696        71.6064      0.0136206
           3717           3717        71.9566      0.0155849
           3738           3738        72.3067       0.016459
           3759           3759        72.6568      0.0170393
           3780           3780         73.007      0.0186207
           3801           3801        73.3571      0.0185996
           3822           3822        73.7072      0.0202246
           3843           3843        74.0574      0.0215149
           3864           3864        74.4075      0.0221994
           3885           3885        74.7576      0.0242156
           3906           3906        75.1077      0.0246091
           3927           3927        75.4579      0.0262725
           3948           3948        75.8081       0.027622
           3969           3969        76.1582      0.0292473
           3990           3990        76.5083      0.0299617
           4011           4011        76.8585      0.0311717
           4032           4032        77.2086      0.0331392
           4053           4053        77.5588      0.0339932
           4074           4074         77.909      0.0364404
           4095           4095        78.2591      0.0376856
           4116           4116        78.6093      0.0397374
           4137           4137        78.9594      0.0412834
           4158           4158        79.3096       0.043189
           4179           4179        79.6598      0.0451117
           4200           4200        80.0099      0.0470697
           4221           4221        80.3601      0.0498594
           4242           4242        80.7103      0.0517212
           4263           4263        81.0605      0.0542913
           4284           4284        81.4107      0.0564185
           4305           4305        81.7609      0.0590315
           4326           4326        82.1111      0.0620263
           4347           4347        82.4613      0.0648903
           4368           4368        82.8116      0.0677619
           4389           4389        83.1618      0.0704063
           4410           4410         83.512      0.0730112
           4431           4431        83.8622       0.076908
           4452           4452        84.2125      0.0799727
           4473           4473        84.5627      0.0832468
           4494           4494        84.9129       0.086783
           4515           4515        85.2632      0.0907871
           4536           4536        85.6135      0.0949129
           4557           4557        85.9638      0.0995357
           4578           4578         86.314       0.102985
           4599           4599        86.6643        0.10791
           4620           4620        87.0146       0.112403
           4641           4641        87.3649       0.116814
           4662           4662        87.7152       0.121426
           4683           4683        88.0656       0.126809
           4704           4704        88.4159       0.131488
           4725           4725        88.7662       0.137432
           4746           4746        89.1165       0.142955
           4767           4767        89.4669       0.148658
           4788           4788        89.8173       0.154542
           4809           4809        90.1676       0.160725
           4830           4830         90.518       0.167298
           4851           4851        90.8684       0.173891
           4872           4872        91.2188       0.181033
           4893           4893        91.5692       0.187779
           4914           4914        91.9197       0.195937
           4935           4935        92.2701       0.204055
           4956           4956        92.6206       0.212447
           4977           4977        92.9711       0.220633
           4998           4998        93.3215         0.2289
           5019           5019         93.672       0.237638
           5040           5040        94.0226       0.247628
           5061           5061        94.3731        0.25722
           5082           5082        94.7236       0.266222
           5103           5103        95.0742       0.277184
           5124           5124        95.4248       0.287782
           5145           5145        95.7754       0.299403
           5166           5166         96.126       0.310963
           5187           5187        96.4766       0.322271
           5208           5208        96.8273       0.334416
           5229           5229        97.1779       0.347347
           5250           5250        97.5286       0.360417
           5271           5271        97.8793       0.374442
           5292           5292        98.2301       0.388613
           5313           5313        98.5808       0.402801
           5334           5334        98.9316       0.417567
           5355           5355        99.2824       0.433898
           5376           5376        99.6332       0.449489
           5397           5397         99.984       0.465429
           5418           5418        100.335          0.483
           5439           5439        100.686       0.500151
           5460           5460        101.037       0.518787
           5481           5481        101.388        0.53716
           5502           5502        101.739       0.556778
           5523           5523         102.09       0.575986
           5544           5544        102.441       0.596081
           5565           5565        102.792       0.617193
           5586           5586        103.143       0.637973
           5607           5607        103.494       0.659066
           5628           5628        103.845       0.682052
           5649           5649        104.196       0.704413
           5670           5670        104.547       0.727393
           5691           5691        104.898       0.751364
           5712           5712         105.25       0.774867
           5733           5733        105.601       0.799389
           5754           5754        105.952       0.823542
           5775           5775        106.303       0.848975
           5796           5796        106.655       0.873858
           5817           5817        107.006       0.899446
           5838           5838        107.357       0.925387
           5859           5859        107.708       0.950835
           5880           5880         108.06       0.977754
           5901           5901        108.411        1.00284
           5922           5922        108.762        1.02937
           5943           5943        109.113        1.05429
           5964           5964        109.465        1.07989
           5985           5985        109.816        1.10494
           6006           6006        110.167         1.1297
           6027           6027        110.518        1.15437
           6048           6048         110.87        1.17697
           6069           6069        111.221        1.20067
           6090           6090        111.572        1.22276
           6111           6111        111.923        1.24413
           6132           6132        112.274        1.26438
           6153           6153        112.625        1.28356
           6174           6174        112.976        1.30267
           6195           6195        113.327        1.31959
           6216           6216        113.678        1.33526
           6237           6237        114.029        1.34996
           6258           6258        114.379        1.36281
           6279           6279         114.73         1.3752
           6300           6300        115.081        1.38564
           6321           6321        115.431        1.39398
           6342           6342        115.782        1.40119
           6363           6363        116.132        1.40654
           6384           6384        116.482         1.4119
           6405           6405        116.832        1.41319
           6426           6426        117.183        1.41407
           6447           6447        117.533        1.41367
           6468           6468        117.883        1.41247
           6489           6489        118.233        1.40862
           6510           6510        118.583        1.40353
           6531           6531        118.933        1.39742
           6552           6552        119.282        1.38939
           6573           6573        119.632        1.38084
           6594           6594        119.982        1.37067
           6615           6615        120.331         1.3596
           6636           6636        120.681        1.34733
           6657           6657         121.03        1.33336
           6678           6678         121.38        1.31996
           6699           6699        121.729        1.30571
           6720           6720        122.079        1.28939
           6741           6741        122.428        1.27269
           6762           6762        122.778        1.25633
           6783           6783        123.127        1.23851
           6804           6804        123.476        1.22068
           6825           6825        123.825        1.20198
           6846           6846        124.175         1.1839
           6867           6867        124.524        1.16393
           6888           6888        124.873        1.14503
           6909           6909        125.222        1.12559
           6930           6930        125.572        1.10508
           6951           6951        125.921        1.08434
           6972           6972         126.27        1.06427
           6993           6993        126.619        1.04448
           7014           7014        126.968         1.0236
           7035           7035        127.318        1.00445
           7056           7056        127.667       0.982843
           7077           7077        128.016       0.963162
           7098           7098        128.365       0.942866
           7119           7119        128.714       0.922944
           7140           7140        129.064       0.902942
           7161           7161        129.413       0.883348
           7182           7182        129.762       0.863627
           7203           7203        130.111       0.843939
           7224           7224         130.46       0.825424
           7245           7245         130.81       0.806535
           7266           7266        131.159       0.786671
           7287           7287        131.508       0.768882
           7308           7308        131.858       0.750058
           7329           7329        132.207       0.731785
           7350           7350        132.556       0.713489
           7371           7371        132.905       0.695789
           7392           7392        133.255       0.679042
           7413           7413        133.604       0.661851
           7434           7434        133.953       0.644936
           7455           7455        134.303       0.628329
           7476           7476        134.652        0.61222
           7497           7497        135.001       0.596334
           7518           7518        135.351       0.581115
           7539           7539          135.7       0.565968
           7560           7560         136.05       0.550659
           7581           7581        136.399       0.536544
           7602           7602        136.749       0.521467
           7623           7623        137.098       0.507554
           7644           7644        137.448        0.49374
           7665           7665        137.797       0.481451
           7686           7686        138.147       0.467739
           7707           7707        138.496       0.455246
           7728           7728        138.846       0.442527
           7749           7749        139.195       0.429552
           7770           7770        139.545       0.417689
           7791           7791        139.894       0.406927
           7812           7812        140.244       0.395537
           7833           7833        140.594       0.384187
           7854           7854        140.943       0.373826
           7875           7875        141.293       0.363344
           7896           7896        141.642       0.352333
           7917           7917        141.992         0.3428
           7938           7938        142.342       0.333338
           7959           7959        142.691       0.324841
           7980           7980        143.041       0.314933
           8001           8001        143.391       0.305747
           8022           8022        143.741        0.29688
           8043           8043         144.09       0.289197
           8064           8064         144.44       0.280866
           8085           8085         144.79       0.272776
           8106           8106        145.139       0.264433
           8127           8127        145.489       0.257347
           8148           8148        145.839       0.250107
           8169           8169        146.189       0.242589
           8190           8190        146.539       0.235425
           8211           8211        146.888       0.229054
           8232           8232        147.238       0.222663
           8253           8253        147.588       0.215806
           8274           8274        147.938       0.208777
           8295           8295        148.288       0.202805
           8316           8316        148.637       0.197008
           8337           8337        148.987       0.192146
           8358           8358        149.337       0.186635
           8379           8379        149.687        0.18155
           8400           8400        150.037       0.175784
           8421           8421        150.387       0.170521
           8442           8442        150.737       0.164717
           8463           8463        151.087        0.16096
           8484           8484        151.436       0.155647
           8505           8505        151.786       0.151142
           8526           8526        152.136       0.146971
           8547           8547        152.486       0.142711
           8568           8568        152.836       0.138533
           8589           8589        153.186       0.134122
           8610           8610        153.536       0.129508
           8631           8631        153.886       0.125847
           8652           8652        154.236       0.122866
           8673           8673        154.586       0.118845
           8694           8694        154.936       0.115104
           8715           8715        155.286       0.111558
           8736           8736        155.636       0.107937
           8757           8757        155.986       0.105404
           8778           8778        156.336       0.102054
           8799           8799        156.685      0.0980253
           8820           8820        157.035      0.0947408
           8841           8841        157.385      0.0929913
           8862           8862        157.735      0.0900838
           8883           8883        158.085      0.0880082
           8904           8904        158.435      0.0838034
           8925           8925        158.785      0.0818688
           8946           8946        159.135      0.0792817
           8967           8967        159.485      0.0757632
           8988           8988        159.835      0.0743142
           9009           9009        160.185      0.0721346
           9030           9030        160.535      0.0711535
           9051           9051        160.885      0.0680233
           9072           9072        161.235        0.06586
           9093           9093        161.585      0.0636802
           9114           9114        161.935      0.0620832
           9135           9135        162.285      0.0602258
           9156           9156        162.635       0.058185
           9177           9177        162.985      0.0552615
           9198           9198        163.335      0.0549937
           9219           9219        163.685      0.0523895
           9240           9240        164.035      0.0503613
           9261           9261        164.386      0.0492268
           9282           9282        164.736      0.0475236
           9303           9303        165.086      0.0457815
           9324           9324        165.436      0.0445595
           9345           9345        165.786      0.0421535
           9366           9366        166.136      0.0407859
           9387           9387        166.486      0.0392972
           9408           9408        166.836      0.0384018
           9429           9429        167.186      0.0364805
           9450           9450        167.536      0.0358384
           9471           9471        167.886      0.0344507
           9492           9492        168.236      0.0335228
           9513           9513        168.586      0.0315182
           9534           9534        168.936       0.030045
           9555           9555        169.286      0.0290724
           9576           9576        169.636      0.0282465
           9597           9597        169.986      0.0264032
           9618           9618        170.336      0.0250314
           9639           9639        170.686      0.0244448
           9660           9660        171.036      0.0224101
           9681           9681        171.386      0.0215389
           9702           9702        171.736      0.0204908
           9723           9723        172.086      0.0191265
           9744           9744        172.437      0.0184348
           9765           9765        172.787      0.0170158
           9786           9786        173.137      0.0161293
           9807           9807        173.487      0.0151914
           9828           9828        173.837      0.0139522
           9849           9849        174.187      0.0137916
           9870           9870        174.537      0.0126551
           9891           9891        174.887      0.0115336
           9912           9912        175.237      0.0104523
           9933           9933        175.587     0.00954717
           9954           9954        175.937      0.0088625
           9975           9975        176.287      0.0076158
           9996           9996        176.637     0.00652546
          10017          10017        176.987     0.00575894
          10038          10038        177.337     0.00498378
          10059          10059        177.687     0.00449854
          10080          10080        178.037     0.00288051
          10101          10101        178.388     0.00234848
          10122          10122        178.738     0.00195944
          10143          10143        179.088     0.00144666
          10164          10164        179.438    0.000798583
          10185          10185        179.788   -0.000404477
          10206          10206        180.138              0
          10227          10227        180.488              0
          10248          10248        180.838              0
          10269          10269        181.188              0
          10290          10290        181.538              0
          10311          10311        181.888              0
          10332          10332        182.238              0
          10353          10353        182.588              0
          10374          10374        182.938              0
          10395          10395        183.289              0
          10416          10416        183.639              0
          10437          10437        183.989              0
          10458          10458        184.339              0
          10479          10479        184.689              0
          10500          10500        185.039              0
          10521          10521        185.389              0
          10542          10542        185.739              0
          10563          10563        186.089              0
          10584          10584        186.439              0
          10605          10605        186.789              0
          10626          10626        187.139              0
          10647          10647        187.489              0
          10668          10668        187.839              0
          10689          10689        188.189              0
          10710          10710        188.539              0
          10731          10731         188.89              0
          10752          10752         189.24              0
          10773          10773         189.59              0
          10794          10794         189.94              0
          10815          10815         190.29              0
          10836          10836         190.64              0
          10857          10857         190.99              0
          10878          10878         191.34              0
          10899          10899         191.69              0
          10920          10920         192.04              0
          10941          10941         192.39              0
          10962          10962         192.74              0
          10983          10983         193.09              0
          11004          11004         193.44              0
          11025          11025         193.79              0
          11046          11046         194.14              0
          11067          11067         194.49              0
          11088          11088         194.84              0
          11109          11109         195.19              0
          11130          11130         195.54              0
          11151          11151        195.891              0
          11172          11172        196.241              0
          11193          11193        196.591              0
          11214          11214        196.941              0
          11235          11235        197.291              0
          11256          11256        197.641              0
          11277          11277        197.991              0
          11298          11298        198.341              0
          11319          11319        198.691              0
          11340          11340        199.041              0
          11361          11361        199.391              0
          11382          11382        199.741              0
          11403          11403        200.091              0
          11424          11424        200.441              0
          11445          11445        200.791              0
          11466          11466        201.141              0
          11487          11487        201.491              0
          11508          11508        201.841              0
          11529          11529        202.191              0
          11550          11550        202.541              0
          11571          11571        202.891              0
          11592          11592        203.241              0
          11613          11613        203.591              0
          11634          11634        203.941              0
          11655          11655        204.291              0
          11676          11676        204.641              0
          11697          11697        204.991              0
          11718          11718        205.341              0
          11739          11739         205.69              0
          11760          11760         206.04              0
          11781          11781         206.39              0
          11802          11802         206.74              0
          11823          11823         207.09              0
          11844          11844         207.44              0
          11865          11865         207.79              0
          11886          11886         208.14              0
          11907          11907         208.49              0
          11928          11928         208.84              0
          11949          11949         209.19              0
          11970          11970        209.539              0
          11991          11991        209.889              0
          12012          12012        210.239              0
          12033          12033        210.589              0
          12054          12054        210.939              0
          12075          12075        211.289              0
          12096          12096        211.638              0
          12117          12117        211.988              0
          12138          12138        212.338              0
          12159          12159        212.688              0
          12180          12180        213.037              0
          12201          12201        213.387              0
          12222          12222        213.737              0
          12243          12243        214.086              0
          12264          12264        214.436              0
          12285          12285        214.786              0
          12306          12306        215.135              0
          12327          12327        215.485              0
          12348          12348        215.835              0
          12369          12369        216.185              0
          12390          12390        216.534              0
          12411          12411        216.884              0
          12432          12432        217.234              0
          12453          12453        217.584              0
          12474          12474        217.934              0
          12495          12495        218.284              0
          12516          12516        218.634              0
          12537          12537        218.984              0
          12558          12558        219.334              0
          12579          12579        219.684              0
          12600          12600        220.034              0
          12621          12621        220.384              0
          12642          12642        220.734              0
          12663          12663        221.084              0
          12684          12684        221.434              0
          12705          12705        221.784              0
          12726          12726        222.134              0
          12747          12747        222.484              0
          12768          12768        222.834              0
          12789          12789        223.184              0
          12810          12810        223.534              0
          12831          12831        223.884              0
          12852          12852        224.234              0
          12873          12873        224.585              0
          12894          12894        224.935              0
          12915          12915        225.285              0
          12936          12936        225.635              0
          12957          12957        225.985              0
          12978          12978        226.335              0
          12999          12999        226.685              0
          13020          13020        227.035              0
          13041          13041        227.385              0
          13062          13062        227.735              0
          13083          13083        228.085              0
          13104          13104        228.435              0
          13125          13125        228.785              0
          13146          13146        229.135              0
          13167          13167        229.485              0
          13188          13188        229.836              0
          13209          13209        230.186              0
          13230          13230        230.536              0
          13251          13251        230.886              0
          13272          13272        231.236              0
          13293          13293        231.586              0
          13314          13314        231.936              0
          13335          13335        232.286              0
          13356          13356        232.636              0
          13377          13377        232.986              0
          13398          13398        233.337              0
          13419          13419        233.687              0
          13440          13440        234.037              0
          13461          13461        234.387              0
          13482          13482        234.737              0
          13503          13503        235.087              0
          13524          13524        235.438              0
          13545          13545        235.788              0
          13566          13566        236.138              0
          13587          13587        236.488              0
          13608          13608        236.838              0
          13629          13629        237.188              0
          13650          13650        237.539              0
          13671          13671        237.889              0
          13692          13692        238.239              0
          13713          13713        238.589              0
          13734          13734        238.939              0
          13755          13755         239.29              0
          13776          13776         239.64              0
          13797          13797         239.99              0
          13818          13818         240.34              0
          13839          13839        240.691              0
          13860          13860        241.041              0
          13881          13881        241.391              0
          13902          13902        241.741              0
          13923          13923        242.092              0
          13944          13944        242.442              0
          13965          13965        242.792              0
          13986          13986        243.142              0
          14007          14007        243.493              0
          14028          14028        243.843              0
          14049          14049        244.193              0
          14070          14070        244.543              0
          14091          14091        244.894              0
          14112          14112        245.244              0
          14133          14133        245.594              0
          14154          14154        245.944              0
          14175          14175        246.295              0
          14196          14196        246.645              0
          14217          14217        246.995              0
          14238          14238        247.345              0
          14259          14259        247.696              0
          14280          14280        248.046              0
          14301          14301        248.396              0
          14322          14322        248.746              0
          14343          14343        249.097              0
          14364          14364        249.447              0
          14385          14385        249.797              0
          14406          14406        250.147              0
          14427          14427        250.498              0
          14448          14448        250.848              0
          14469          14469        251.198              0
          14490          14490        251.548              0
          14511          14511        251.899              0
          14532          14532        252.249              0
          14553          14553        252.599              0
          14574          14574        252.949              0
          14595          14595        253.299              0
          14616          14616         253.65              0
          14637          14637            254              0
          14658          14658         254.35              0
          14679          14679          254.7              0
          14700          14700         255.05              0
          14721          14721        255.401              0
          14742          14742        255.751              0
          14763          14763        256.101              0
          14784          14784        256.451              0
          14805          14805        256.801              0
          14826          14826        257.152              0
          14847          14847        257.502              0
          14868          14868        257.852              0
          14889          14889        258.202              0
          14910          14910        258.552              0
          14931          14931        258.902              0
          14952          14952        259.253              0
          14973          14973        259.603              0
          14994          14994        259.953              0
          15015          15015        260.303              0
          15036          15036        260.653              0
          15057          15057        261.004              0
          15078          15078        261.354              0
          15099          15099        261.704              0
          15120          15120        262.054              0
          15141          15141        262.405              0
          15162          15162        262.755              0
          15183          15183        263.105              0
          15204          15204        263.455              0
          15225          15225        263.805              0
          15246          15246        264.156              0
          15267          15267        264.506              0
          15288          15288        264.856              0
          15309          15309        265.206              0
          15330          15330        265.557              0
          15351          15351        265.907              0
          15372          15372        266.257              0
          15393          15393        266.608              0
          15414          15414        266.958              0
          15435          15435        267.308              0
          15456          15456        267.658              0
          15477          15477        268.009              0
          15498          15498        268.359              0
          15519          15519        268.709              0
          15540          15540         269.06              0
          15561          15561         269.41              0
          15582          15582         269.76              0
          15603          15603        270.111              0
          15624          15624        270.461              0
          15645          15645        270.811              0
          15666          15666        271.162              0
          15687          15687        271.512              0
          15708          15708        271.862              0
          15729          15729        272.213              0
          15750          15750        272.563              0
          15771          15771        272.913              0
          15792          15792        273.264              0
          15813          15813        273.614              0
          15834          15834        273.964              0
          15855          15855        274.315              0
          15876          15876        274.665              0
          15897          15897        275.016              0
          15918          15918        275.366              0
          15939          15939        275.716              0
          15960          15960        276.067              0
          15981          15981        276.417              0
          16002          16002        276.767              0
          16023          16023        277.118              0
          16044          16044        277.468              0
          16065          16065        277.819              0
          16086          16086        278.169              0
          16107          16107        278.519              0
          16128          16128         278.87              0
          16149          16149         279.22              0
          16170          16170         279.57              0
          16191          16191        279.921              0
          16212          16212        280.271              0
          16233          16233        280.621              0
          16254          16254        280.972              0
          16275          16275        281.322              0
          16296          16296        281.672              0
          16317          16317        282.023              0
          16338          16338        282.373              0
          16359          16359        282.723              0
          16380          16380        283.074              0
          16401          16401        283.424              0
          16422          16422        283.775              0
          16443          16443        284.124              0
          16464          16464        284.475              0
          16485          16485        284.825              0
          16506          16506        285.176              0
          16527          16527        285.526              0
          16548          16548        285.876              0
          16569          16569        286.227              0
          16590          16590        286.577              0
          16611          16611        286.927              0
          16632          16632        287.278              0
          16653          16653        287.628              0
          16674          16674        287.978              0
          16695          16695        288.328              0
          16716          16716        288.679              0
          16737          16737        289.029              0
          16758          16758        289.379              0
          16779          16779         289.73              0
          16800          16800         290.08              0
          16821          16821         290.43              0
          16842          16842         290.78              0
          16863          16863         291.13              0
          16884          16884        291.481              0
          16905          16905        291.831              0
          16926          16926        292.181              0
          16947          16947        292.531              0
          16968          16968        292.882              0
          16989          16989        293.232              0
          17010          17010        293.582              0
          17031          17031        293.932              0
          17052          17052        294.282              0
          17073          17073        294.632              0
          17094          17094        294.983              0
          17115          17115        295.333              0
          17136          17136        295.683              0
          17157          17157        296.033              0
          17178          17178        296.383              0
          17199          17199        296.733              0
          17220          17220        297.084              0
          17241          17241        297.434              0
          17262          17262        297.784              0
          17283          17283        298.134              0
          17304          17304        298.484              0
          17325          17325        298.834              0
          17346          17346        299.185              0
          17367          17367        299.535              0
          17388          17388        299.885              0
          17409          17409        300.235              0
          17430          17430        300.585              0
          17451          17451        300.935              0
          17472          17472        301.285              0
          17493          17493        301.635              0
          17514          17514        301.985              0
          17535          17535        302.336              0
          17556          17556        302.686              0
          17577          17577        303.036              0
          17598          17598        303.386              0
          17619          17619        303.736              0
          17640          17640        304.086              0
          17661          17661        304.436              0
          17682          17682        304.786              0
          17703          17703        305.136              0
          17724          17724        305.486              0
          17745          17745        305.837              0
          17766          17766        306.187              0
          17787          17787        306.537              0
          17808          17808        306.887              0
          17829          17829        307.238              0
          17850          17850        307.588              0
          17871          17871        307.938              0
          17892          17892        308.288              0
          17913          17913        308.638              0
          17934          17934        308.988              0
          17955          17955        309.338              0
          17976          17976        309.688              0
          17997          17997        310.038              0
          18018          18018        310.388              0
          18039          18039        310.738              0
          18060          18060        311.088              0
          18081          18081        311.438              0
          18102          18102        311.788              0
          18123          18123        312.139              0
          18144          18144        312.489              0
          18165          18165        312.839              0
          18186          18186        313.189              0
          18207          18207        313.539              0
          18228          18228        313.889              0
          18249          18249        314.239              0
          18270          18270        314.589              0
          18291          18291        314.939              0
          18312          18312        315.289              0
          18333          18333        315.639              0
          18354          18354        315.989              0
          18375          18375        316.339              0
          18396          18396        316.688              0
          18417          18417        317.038              0
          18438          18438        317.388              0
          18459          18459        317.739              0
          18480          18480        318.088              0
          18501          18501        318.439              0
          18522          18522        318.789              0
          18543          18543         319.14              0
          18564          18564        319.489              0
          18585          18585        319.838              0
          18606          18606        320.188              0
          18627          18627        320.538              0
          18648          18648        320.888              0
          18669          18669        321.238              0
          18690          18690        321.588              0
          18711          18711        321.937              0
          18732          18732        322.287              0
          18753          18753        322.637              0
          18774          18774        322.987              0
          18795          18795        323.337              0
          18816          18816        323.687              0
          18837          18837        324.037              0
          18858          18858        324.387              0
          18879          18879        324.737              0
          18900          18900        325.087              0
          18921          18921        325.437              0
          18942          18942        325.786              0
          18963          18963        326.136              0
          18984          18984        326.486              0
          19005          19005        326.836              0
          19026          19026        327.186              0
          19047          19047        327.536              0
          19068          19068        327.886              0
          19089          19089        328.236              0
          19110          19110        328.586              0
          19131          19131        328.935              0
          19152          19152        329.285              0
          19173          19173        329.635              0
          19194          19194        329.985              0
          19215          19215        330.335              0
          19236          19236        330.685              0
          19257          19257        331.035              0
          19278          19278        331.385              0
          19299          19299        331.735              0
          19320          19320        332.085              0
          19341          19341        332.434              0
          19362          19362        332.784              0
          19383          19383        333.134              0
          19404          19404        333.484              0
          19425          19425        333.835              0
          19446          19446        334.184              0
          19467          19467        334.534              0
          19488          19488        334.884              0
          19509          19509        335.234              0
          19530          19530        335.584              0
          19551          19551        335.934              0
          19572          19572        336.285              0
          19593          19593        336.635              0
          19614          19614        336.985              0
          19635          19635        337.335              0
          19656          19656        337.685              0
          19677          19677        338.035              0
          19698          19698        338.385              0
          19719          19719        338.734              0
          19740          19740        339.084              0
          19761          19761        339.434              0
          19782          19782        339.783              0
          19803          19803        340.133              0
          19824          19824        340.483              0
          19845          19845        340.833              0
          19866          19866        341.183              0
          19887          19887        341.533              0
          19908          19908        341.883              0
          19929          19929        342.233              0
          19950          19950        342.583              0
          19971          19971        342.932              0
          19992          19992        343.282              0
          20013          20013        343.632              0
          20034          20034        343.982              0
          20055          20055        344.332              0
          20076          20076        344.682              0
          20097          20097        345.032              0
          20118          20118        345.382              0
          20139          20139        345.732              0
          20160          20160        346.082              0
          20181          20181        346.432              0
          20202          20202        346.782              0
          20223          20223        347.132              0
          20244          20244        347.482              0
          20265          20265        347.832              0
          20286          20286        348.182              0
          20307          20307        348.532              0
          20328          20328        348.883              0
          20349          20349        349.233              0
          20370          20370        349.583              0
          20391          20391        349.932              0
